outlet,date,headline,label,url,labelled_by,confidence
Kurir,2026-09-13,"""DO POBEDE"" Brnabić sa narodom u Stepojevcu: Srbija poslednjih 14 godina NEPREPOZNATLJIVA - napreduje u svim oblastima! Vučić može da nas vodi u nove pobede",personality_cult,https://www.kurir.rs/vesti/politika/10103361/ana-brnabic-o-napretku-srbije-u-stepojevcu,claude-sonnet-5,high
Kurir,2026-09-13,"RASPAD U PARANDILOVIĆEVOJ STRANCI Predsednik Opštinskog odbora u Bajinoj Bašti podneo ostavku, a onda svi odbornici istupili iz stranke!",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103329/raspad-u-parandilovicevoj-stranci-odbornici-istupili-iz-stranke,claude-sonnet-5,high
Kurir,2026-09-13,"RIK PROGLASIO LISTU ""ALEKSANDAR VUČIĆ - UJEDINJENA SRBIJA"": Biće pod rednim brojem jedan",nothing,https://www.kurir.rs/vesti/politika/10103336/proglasena-izborna-lista-aleksandar-vucic-ujedinjena-srbija,claude-sonnet-5,high
Kurir,2026-09-13,"SKANDAL! BEGUNAC RADIĆ SA NEPOZNATE LOKACIJE DAJE IZJAVE ZA BLOKADERSKE MEDIJE! Osumnjičeni za aferu ""zvučni top"" komentariše istragu protiv samog sebe",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103321/aleksandar-radic-begunac-komentarise-istragu,claude-sonnet-5,high
Kurir,2026-09-13,"VUČIĆ SUTRA PRIMA AKREDITIVNA PISMA Predsednik sa novim ambasadorima Azerbejdžana i Španije, ali i 8 drugih zemalja",nothing,https://www.kurir.rs/vesti/politika/10103305/vucic-sutra-prima-akreditivna-pisma-ambasadora,claude-sonnet-5,high
Kurir,2026-09-13,"""OVO JE VAŠ DOM I TAKO ĆE OSTATI ZAUVEK"" Brnabić u Skupštini ugostila decu iz Republike Srpske u susret Danu srpskog jedinstva, slobode i nacionalne zastave",nothing,https://www.kurir.rs/vesti/politika/10103295/ana-brnabic-ugostila-decu-iz-republike-srpske,claude-sonnet-5,medium
Kurir,2026-09-13,"""MILANOVA DOKTRINA JE..."" Nije slučajno što je predsednik Vučić od načelnika Generalštaba na poklon dobio baš tenk! (VIDEO)",vilifying_neighbours,https://www.kurir.rs/vesti/politika/10103268/vucic-od-generala-mojsilovica-dobio-maketu-tenka-na-poklon,claude-sonnet-5,low
Kurir,2026-09-13,"""SAMO UJEDINJENI MOŽEMO DA SAČUVAMO STABILNOST"" Vučević u Novom Slankamenu: Razlike među nama ne smeju biti povod za nove podele",nothing,https://www.kurir.rs/vesti/politika/10103230/milos-vucevic-u-slankamenu-sa-gradjanima,claude-sonnet-5,medium
Kurir,2026-09-13,"SAZNAJEMO, SASLUŠAN OSUMNJIČENI ZA NAPAD NA DEKANA FILOZOFSKOG SINANIJA: Priznao sve, osuđivan čak 8 puta za različita krivična dela!",nothing,https://www.kurir.rs/vesti/politika/10103254/saslusan-osumnjiceni-za-napad-na-dekana-filozofskog-sinanija,claude-sonnet-5,high
Kurir,2026-09-13,"BLOKADERSKI N1 NASTAVLJA DA ŠIRI LAŽI I SATANIZUJE DRŽAVU! Ignorišu dokaze, manipulušu: IZVRĆU ODLUKE SUDA U STRAZBURU KOJI JE REKAO DA NIJE BILO ZVUČNOG TOPA",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103250/n1-nastavlja-lazi-o-zvucnom-topu,claude-sonnet-5,high
Kurir,2026-09-13,UDARNO: Radić i Šolakova propaganda mesecima sprovodili psihološke operacije nad građanima Srbije,vilifying_opponents,https://www.kurir.rs/vesti/politika/10103222/radic-i-solakova-propaganda-mesecima-sprovodili-priholoske-operacije-nad-gradjanima-srbije,claude-sonnet-5,medium
Kurir,2026-09-13,"TUŽILAŠTVO STAVILO TAČKU NA AFERU ""ZVUČNI TOP"" Milomir Marić za Kurir: To je deo plana za preuzimanje vlasti preko ulice",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103214/sta-se-zaista-dogodilo-15-marta-2025-godine,claude-sonnet-5,medium
Kurir,2026-09-13,"""BLOKADE NE SMEJU BITI MODEL POLITIČKOG DELOVANJA U PROSVETI"" Dejan Vuk Stanković za Kurir: Iskreno se nadam da se prethodna školska godina neće ponoviti",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103070/dejan-vuk-stankovic-intervju-za-kurir,claude-sonnet-5,medium
Kurir,2026-09-13,"Srpska trobojka treba da se vijori svuda! Ministarka Stamenkovski se oglasila uoči obeležavanja Dana srpskog jedinstva, slobode i nacionalne zastave",nothing,https://www.kurir.rs/vesti/politika/10103205/dan-srpskog-jedinstva-u-banjaluci-oglasila-se-ministarka-milica-djurdjevic-stamenkovski,claude-sonnet-5,high
Kurir,2026-09-13,"""KOLIKO SU MRŽNJE POSEJALI NA OSNOVU ZASTRAŠUJUĆE LAŽI I MONTIRANOG SNIMKA"" Predsednik Vučić o lažnoj aferi ""zvučni top"" i novim saznanjima tužilaštva",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103203/predsednik-aleksandar-vucic-o-laznoj-aferi-zvucni-top,claude-sonnet-5,medium
Kurir,2026-09-13,"MARGETIĆ JE BLOKADERIMA ""TREĆE OKO"" IZ HRVATSKE! Ana Brnabić o pretnjama hrvatskog ""novinara"": Od prženja i flambiranja stigli su do vešanja na ulicama",vilifying_neighbours,https://www.kurir.rs/vesti/politika/10103183/ana-brnabic-o-pretnjama-domagoja-margetica,claude-sonnet-5,medium
Kurir,2026-09-13,"""VRLO DOBRO! VEOMA SAM PONOSAN! HOĆEMO MIR I STABILNOST"" Vučić: Hoćemo sami da čuvamo svoje nebo! Mogli ste da vidite robotizovani napad bez ijednog čoveka",personality_cult,https://www.kurir.rs/vesti/politika/10103066/predsednik-vucic-na-vojnoj-vezbi-pobednik-2026,claude-sonnet-5,medium
Kurir,2026-09-13,"KAKO JE NALEPLJEN LAŽNI ZVUK NA SNIMAK KOJI JE TREBALO DA UNIŠTI SRBIJU I NAPRAVI OD VUČIĆA ZVER KOJA PUCA U DECU: Pogledajte hronologiju, SVE OTKRIVENO (VIDEO)",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103131/kako-je-nalepljen-lazni-zvuk-na-snimak-zvucnog-topa-cilj-unistiti-vucica-i-srbiju,claude-sonnet-5,medium
Kurir,2026-09-13,"MARGETIĆ IZ HRVATSKE PODRŽAO BLOKADERE, PRETI SRBIMA VEŠANJEM, A VUČIĆU SUDBINOM ČAUŠESKOG: ""Moja lična osveta je da vas jurim, biću vam za vratom"" (VIDEO)",vilifying_neighbours,https://www.kurir.rs/vesti/politika/10103116/domagoj-margetic-poziva-na-vesanje-i-krvoprolice-u-beogradu,claude-sonnet-5,medium
Kurir,2026-09-13,"KURIR OTKRIVA KO JE I ZAŠTO MONTIRAO LAŽNI HUK ""ZVUČNOG TOPA"": Vučić je monstrum, pucao je u našu decu! Evo kako je pakovana OPASNA PSIHOLOŠKA OPERACIJA",vilifying_opponents,https://www.kurir.rs/vesti/politika/10103072/kurir-otkriva-ko-je-i-zasto-montirao-lazni-huk-zvucnog-topa,claude-sonnet-5,medium
Kurir,2025-04-19,"SKANDALOZNE REČI BIVŠEG REKTORA! ""Ljudi koji podržavaju blokade su BOLJI, BOGATIJI I OBRAZOVANIJI!"" Zar ovako govori ugledni profesor, zar se ovako deli narod?!",vilifying_opponents,https://www.kurir.rs/vesti/politika/9646873/skandalozne-reci-bivseg-rektora-ljudi-koji-pdorzavaju-blokade-su-bolji-bogatiji-i-obrazovaniji,claude-sonnet-5,high
Kurir,2026-06-02,POTVRDA DA SMO MI SRBIJA Đurđević Stamenkovski o odnosima s Rusijom: Zajednička istorija nas obavezuje da i u teškim vremenima ne zaboravimo zajedničko nasleđe,nothing,https://www.kurir.rs/vesti/politika/10012292/milica-djurdjevic-stamenkovski-o-vezama-sa-rusijom-i-neuvodjenju-sankcija,claude-sonnet-5,medium
Kurir,2025-04-29,GRGUR: Napad na dekana je napad na državu ,vilifying_opponents,https://www.kurir.rs/vesti/politika/9656230/grgur-o-napadu-na-drida,claude-sonnet-5,medium
Kurir,2026-05-29,"SRBIJA I KINA JAČAJU VOJNU SARADNJU: Mihailović i Radić o novoj opremi i nastavku modernizacije : ""Mnogi su bili skeptični upravo zbog propagande""",nothing,https://www.kurir.rs/vesti/politika/10008646/srbija-i-kina-jacaju-vojnu-sradanju-stize-nova-oprema-i-nastavak-modernizacije,claude-sonnet-5,low
Kurir,2025-06-08,"IZBORI U ZAJEČARU I KOSJERIĆU Lista ""Ne damo Srbiju - Aleksandar Vučić"" odnela pobedu na oba mesta! Ovo su rezultati (FOTO)",nothing,https://www.kurir.rs/vesti/politika/9692834/rezultati-izbora-u-kosjericu-i-zajecaru,claude-sonnet-5,medium
Kurir,2025-04-29,"""MAŠTAM DA ODEM NA MARS, A TO NE ZNAČI DA ĆU STVARNO DA ODEM"" Vučić : Nervoza je velika kod blokadera i opozicije, znaju koliko padaju",vilifying_opponents,https://www.kurir.rs/vesti/politika/9656222/vucic-o-blokaderima-i-opoziciji,claude-sonnet-5,high
Kurir,2025-04-05,"STUDENTI KOJI HOĆE DA UČE UPUTILI PISMO PREDSEDNIKU EVROPSKOG SUDA ZA LJUDSKA PRAVA U STRAZBURU: ""Naše pravo na obrazovanje je i dalje onemogućeno!""",vilifying_opponents,https://www.kurir.rs/vesti/politika/9634000/studenti-koji-hoce-da-uce-uputili-pismo-predsedniku-evropskog-suda-za-ljudska-prava-u-strazburu,claude-sonnet-5,medium
Kurir,2025-10-24,"VUČIĆ I ORBAN DOBITNICI NAGRADE ""PASTOR IŠTVAN“ ZA 2025. GODINU: Predsedniku Srbije priznanje za strateško partnerstvo Srbije i Mađarske",nothing,https://www.kurir.rs/vesti/politika/9811672/vucic-i-orban-dobitnici-nagrade-pastor-istvan-za-2025-godinu,claude-sonnet-5,low
Kurir,2025-07-01,"""U KOJOJ SE REVOLUCIJI LJUDI RAZBEŽE KADA DOĐE POLICIJA?"" Jovanov: Žele da drugi pate i trpe, maltretiraju ljude koji su krenuli na posao ili bolnicu",vilifying_opponents,https://www.kurir.rs/vesti/politika/9712667/ovanov-blokaderi-zele-da-drugi-pate-i-trpe-maltretiraju-ljude-koji-su-krenuli-na-posao-ili-bolnicu,claude-sonnet-5,high
Kurir,2026-06-28,VUČEVIĆ OSUDIO HAPŠENJE SRBA NA GAZIMESTANU: Međunarodna zajednica hitno da reaguje na kontinuirano ugnjetavanje,vilifying_neighbours,https://www.kurir.rs/vesti/politika/10034837/milos-vucevic-osudio-hapsenje-srba-na-gazimestanu,claude-sonnet-5,high
Kurir,2025-06-01,"""PONIŠTILI SMO POTPUNO ČIST KONKURS REM-A DA ZAUSTAVIMO BLOKADU RTS-A"" Bakarec priznao na Kurir televiziji, Bjelica odgovorila: Krivi ste, kasnili ste mesecima!",nothing,https://www.kurir.rs/vesti/politika/9686042/bakarec-i-bjelica-u-sukobu-na-kurir-televiziji-o-raspisivanju-rem-ovog-konkursa,claude-sonnet-5,medium
Kurir,2025-07-31,IGOR POPOVIĆ OSTAJE U PRITVORU Apelacioni sud odbio žalbu! Delević: Ozbiljno kršenje procesnih garancija i načela hitnosti,nothing,https://www.kurir.rs/vesti/politika/9738946/igor-popovic-ostaje-u-pritvoru,claude-sonnet-5,medium
Kurir,2025-04-21,"""BIO JE PRIMER ČOVEKA OD VERE"": Macut izrazio saučešće povodom smrti pape Franje",nothing,https://www.kurir.rs/vesti/politika/9648233/macut-izrazio-saucesce-povodom-smrti-pape-franje,claude-sonnet-5,high
Kurir,2025-04-24,"KO JE CAR, KO LEGENDA, A KO ""ARGH""?! Ana Brnabić pred izazovom ""jedna osoba - jedna reč"": Evo šta kaže o predsedniku Vučiću, a šta o Jokiću, Lepoj Breni... ",nothing,https://www.kurir.rs/vesti/politika/9651572/ana-brnabic-na-tiktoku-jedna-osoba-jedan-rec,claude-sonnet-5,low
Kurir,2025-07-06,"EVO KAKVA JE TRENUTNA SITUACIJA U BEOGRADU: Blokaderi i tokom noći maltretirali građane, oglasio se GSP",vilifying_opponents,https://www.kurir.rs/vesti/politika/9716134/evo-kakva-je-trenutna-situacija-na-ulicama-u-beogradu-posle-blokada,claude-sonnet-5,high
Kurir,2025-04-23,VUČIĆ DOBIO POZIV - IDE NA SAHRANU PAPE FRANJE: Predsednik uprkos zgusnutom rasporedu u subotu u Vatikanu,nothing,https://www.kurir.rs/vesti/politika/9650409/vucic-ide-na-sahranu-papa-franje,claude-sonnet-5,low
Kurir,2026-05-25,"''NJEMU VIŠE NIJE VAŽNO KOJI SU STRANCI, SAMO DA IM SLUŽI'' Brnabić žestoko odgovorila Srđanu Milivojeviću: Vučić služi samo svom narodu i svojoj zemlji",personality_cult,https://www.kurir.rs/vesti/politika/10004273/ana-brnabic-odgovorila-na-iksu-na-prozivke-srdjana-milivojevica,claude-sonnet-5,medium
Kurir,2025-06-14,PREDSEDNIK VUČIĆ: Učinićemo sve da Srbiju ponovo podignemo na pobedničko postolje,personality_cult,https://www.kurir.rs/vesti/politika/9697910/vucic-ucinicemo-sve-da-srbiju-ponovo-podignemo-na-pobednicko-postolje,claude-sonnet-5,high
Kurir,2025-06-08,"BLOKADERI KREĆU U KOLONI KA KOSJERIĆU DA PRAVE NEREDE Znaju da ih narod neće, pa spremaju haos! Motoristi i ""veterani"" krenuli iz Beograda (FOTO)",vilifying_opponents,https://www.kurir.rs/vesti/politika/9692806/blokaderi-krenuli-u-kosjeric-da-prave-nerede,claude-sonnet-5,high
Kurir,2025-10-31,KURIR SAZNAJE: Uhapšen Miša Bačulov! Planirao da lažira svoje trovanje i optuži Aleksandra Vučića i vrh države,vilifying_opponents,https://www.kurir.rs/vesti/politika/9817808/uhapsen-misa-baculov,claude-sonnet-5,high
Kurir,2025-06-30,"ODGOVORNI STE ZA ŽIVOTE GRAĐANA DO KOJIH NE MOŽE DA DOĐE HITNA, ZA SVE ČIJI LEKARI NE MOGU DA STIGNU NA OPERACIJE: Ministarstvo zdravlja upozorilo blokadere",vilifying_opponents,https://www.kurir.rs/vesti/politika/9711123/ministarstvo-zdravlja-blokade-direktno-ugrozavaju-zivote-i-zdravlje-gradjana-srbije,claude-sonnet-5,high
Kurir,2025-07-07,"DEKAN FDU UGOSTIO HRVATSKU NOVINARKU KOJA SLAVI USTAŠTVO: Pavlović na blokirani fakultet doveo ženu koja ne skida majicu sa natpisom ""Za dom spremni""",vilifying_opponents,https://www.kurir.rs/vesti/politika/9717026/pavlovic-na-fakultet-u-blokadi-doveo-zenu-koja-ne-skida-majicu-sa-natpisom-za-dom-spremni,claude-sonnet-5,low
Kurir,2025-10-01,NEĆE BLOKADERI UMOBOLNIM AKCIJAMA IZAZVATI ONO ŠTO ŽELE - GRAĐANSKI RAT! Milenko Jovanov osudio napad na Sandru Božić: Kukavički i sraman čin,vilifying_opponents,https://www.kurir.rs/vesti/politika/9790626/milenko-jovanov-osudio-napad-na-sandru-bozic,claude-sonnet-5,high
Kurir,2025-04-09,"VUČIĆ IZ PARIZA O STUDENTSKIM ZAHTEVIMA: Ja sam kriv za sve! Tražite moju ostavku, dobićete referendum! Deco, nije terorizam za vas, vratite se učenju",vilifying_opponents,https://www.kurir.rs/vesti/politika/9637319/vucic-stigao-u-pariz,claude-sonnet-5,medium
Kurir,2026-06-29,"""OVO JE BORBA ZA LJUDE, NE POSTOJI NIŠTA VAŽNIJE OD OVOGA"" Predsednik Vučić pokazao kako se brine o svom narodu (VIDEO)",personality_cult,https://www.kurir.rs/vesti/politika/10035165/predsednik-vucic-o-mobilnim-ambulantama,claude-sonnet-5,high
Kurir,2025-06-28,"ZASTAVOM SRBIJE KRENUO NA POLICIJU! Blokaderi dobili ""zeleno"" svetlo za jezive napade - nasiljem, palicama i bakljama pokušali da ih razoružaju! (VIDEO)",vilifying_opponents,https://www.kurir.rs/vesti/politika/9710268/blokaderi-krenuli-u-brutalan-napad-na-policiju-tokom-protesta-u-beogradu,claude-sonnet-5,high
Kurir,2025-04-25,PREMIJER MACUT SE SASTAO REKTOROM UNIVERZITETA U NOVOM SADU: Od ovog dogovora korist će imati celokupna akademska zajednica u Srbiji,nothing,https://www.kurir.rs/vesti/politika/9652658/premijer-macut-se-sastao-rektorom-univerziteta-u-novom-sadu,claude-sonnet-5,medium
Kurir,2025-07-17,PREMIJER MACUT: 1. septembar će se obeležavati kao Dan nesvrstanih,nothing,https://www.kurir.rs/vesti/politika/9726676/premijer-macut-1-septembar-ce-se-obelezavati-kao-dan-nesvrstanih,claude-sonnet-5,high
Kurir,2025-10-23,"""TRETIRALI SU ME KAO KRIMINALCA!"" Ministarka Mesarović doživela poniženje na hrvatskoj granici: Samo mene od cele delegacije izveli iz automobila ",vilifying_neighbours,https://www.kurir.rs/vesti/politika/9810476/adrijana-mesarovic-skandal-na-hrvatskoj-granici,claude-sonnet-5,high
Kurir,2025-04-20,RADIO-TELEVIZIJI SRBIJE OMOGUĆITI USLOVE ZA REDOVAN RAD! Ministar Bratina: Pad RTS pod pritiskom blokadera bi imao smisao DRŽAVNOG UDARA,vilifying_opponents,https://www.kurir.rs/vesti/politika/9647590/boris-bratina-pozvao-na-deblokadu-rts,claude-sonnet-5,high
Kurir,2025-10-01,"BRNABIĆ SAZVALA SEDNICU SKUPŠTINE SRBIJE: Parlament zaseda 7. oktobra u 10 sati, na dnevnom redu od 47 tačaka i Predlog zakona o legalizaciji",nothing,https://www.kurir.rs/vesti/politika/9789928/sednica-skupstine-srbije-7-oktobra-na-dnevnom-redu-legalizacija,claude-sonnet-5,high
Kurir,2025-04-05,"""OVO JE BITKA ZA SRBIJU"" Vladimir Đukanović:  Veoma je teško boriti se, ali jedini način je da budeš uporniji",nothing,https://www.kurir.rs/vesti/politika/9633663/vladimir-djukanovic-veoma-je-tesko-boriti-se-ali-jedini-nacin-je-da-budes-uporniji,claude-sonnet-5,low
Kurir,2026-05-30,".Za Đilasa su i Švajcarci ludi?! Dao sebi za pravo da kritikuje diplomatski podvig predsednika Vučića u Kini, a isti sporazum potpisala i Švajcarska",vilifying_opponents,https://www.kurir.rs/vesti/politika/10009667/prema-draganu-djilasu-svajcarska-je-luda,claude-sonnet-5,medium
Kurir,2026-05-14,"""IZGLEDA DA JE GOSPODIN ŠOŠKIĆ ZABORAVIO"" Ministar Mali crno na belo stavku po stavku o ""lekcijama"" nekadašnjeg guvernera NBS: Gde smo bili tada, a gde smo sad ",vilifying_opponents,https://www.kurir.rs/vesti/politika/9995057/odgovor-sinise-malog-nekadasnjem-guverneru-nbs-dejanu-soskicu,claude-sonnet-5,medium
Kurir,2025-06-26,"""LAKO JE UNIŠTITI ZEMLJU, ALI JE TEŠKO OBNAVLJATI I GRADITI!"" Vučić obišao završne radove na tunelu Laz i Munjino brdo: ""Za 7 dana otvaram ovaj divni put!""",personality_cult,https://www.kurir.rs/vesti/politika/9708376/aleksandar-vucic-obisao-zavrsne-radove-na-tunelu-laz-i-munjino-brdo,claude-sonnet-5,medium
Kurir,2025-07-21,"Odgovor na informaciju Nadežde Joveš Grbić na tekst u Kuriru ""VUČEVIĆ: DOBRO SAM, MAJKA I SESTRA SU UZNEMIRENE, IZVINJAVAM SE KOMŠIJAMA!""",nothing,https://www.kurir.rs/vesti/politika/9730035/Odgovor-na-informaciju-Nadezde-Joves-Grbic-na-tekst-u-Kuriru-VUCEVIC-DOBRO-SAM-MAJKA-I-SESTRA-SU-UZNEMIRENE-IZVINJAVAM-SE-KOMSIJAMA,claude-sonnet-5,low
Kurir,2025-10-16,SRBIJA IMA ZNAČAJNE REZERVE ENERGENATA Vulin: Ne sumnjam da će se uspešna saradnja sa Rusijom nastaviti,nothing,https://www.kurir.rs/vesti/politika/9804311/aleksandar-vulin-veruje-da-ce-se-nastaviti-saradnja-sa-rusijom,claude-sonnet-5,low
Kurir,2025-04-11,"OBRKNEŽEV TVRDI ""JOŠ JEDAN FAKULTET OD PONEDELJKA KREĆE SA RADOM"" Specijalna emisija ""Ne damo Srbiju"" na Kurir televiziji - plenum u Novom Sadu nadglasan?",vilifying_opponents,https://www.kurir.rs/vesti/politika/9639816/specijalna-emisija-ne-damo-drzavu-na-kurir-televiziji-prenosi-atomsferu-sa-velikog-narodnog-skupa,claude-sonnet-5,medium
Kurir,2025-10-20,"PRVO OGLAŠAVANJE VUČIĆA NAKON PAKLENE ODLUKE EVROPE Razgovarao sa Orbanom u Budimpešti, pa poručio: TO JE JEDAN OD NAŠIH PRIORITETA! (FOTO)",vilifying_eu,https://www.kurir.rs/vesti/politika/9807794/aleksandar-vucic-i-viktor-orban-na-sastanku-u-budimpesti,claude-sonnet-5,high
Kurir,2025-06-03,ČAK I KRIK SE OGRADIO OD MARINIKINIH IZMIŠLJOTINA! Dojčinović: Najbolje što mogu da dobiju su LAJKOVI NA TVITERU,vilifying_opponents,https://www.kurir.rs/vesti/politika/9687970/i-krik-se-ogradio-od-marinikinih-izmisljotina,claude-sonnet-5,medium
