outlet,date,headline,url,summary,predicted_label,predicted_confidence,predicted_probs,model_version,label,comment,labelled_by,labelled_at,cluster_id
Kurir,2026-09-14,"OGROMNA ZASTAVA OVK NA ZGRADI OPŠTINE LIPLJAN! Postavio je gradonačelnik Ahmeti, oglasila se Američka ambasada: Upozorava na 16. septembar, dan presude Tačiju",https://www.kurir.rs/vesti/politika/10104014/ogromna-zastava-ovk-postavljena-na-zgradi-opstine-lipljan,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_neighbours,(LLM) Kosovo Albanian mayor's OVK flag display framed provocatively.,claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-14,"NAJAVA NOVOG HAOSA! PLENUMAŠI IZGLASALI BLOKADE FAKULTETA DO IZBORA! Ministar Stanković: Sve će biti tretirano u skladu sa zakonom, poslaćemo inspekciju",https://www.kurir.rs/vesti/politika/10103942/blokade-fakulteta-tokom-izbora-reakcija-ministra-stankovica,,vilifying_opponents,1.0,"{""vilifying_opponents"": 1.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,"(LLM) Frames the student plenum's blockade vote as impending ""chaos"".",claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-14,"""SAD KAD SU UHVAĆENI U LAŽI NAPADAJU NAŠE INSTITUCIJE I DRŽAVU"" Ana Brnabić objasnila zašto Sandro Goci i dalje brani lažnu aferu ""zvučni top""",https://www.kurir.rs/vesti/politika/10103918/Ana-Brnabic-o-aferi-zvucni-top-Laz-i-napadi-na-institucije,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_opponents,(LLM) Accuses an opposition-aligned journalist of defending a debunked affair.,claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-09,"""BLOKADERI SU TI KOJI PUCAJU NA LJUDE I MALTRETIRAJU IH"" Brnabićeva odgovorila Veselinoviću: Na ovim izborima borimo se za slobodnu Srbiju, bez podela i mržnje!",https://www.kurir.rs/vesti/politika/10099759/ana-brnabic-odgovorila-dobrici-veselinovicu,,vilifying_opponents,1.0,"{""vilifying_opponents"": 1.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,,hand,,
Kurir,2026-09-09,"BLOKADERI NI SAMI NE ZNAJU KOGA ŽELE! Na čelu ""studentske liste"" sada Dejan Bodiroga, koji je ""maseratijem"" jurio 174 tamo gde je dozvoljeno 80 km/h?!",https://www.kurir.rs/vesti/politika/10099789/Studentska-lista-Kontroverze-oko-Bodiroge,,vilifying_opponents,1.0,"{""vilifying_opponents"": 1.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,,hand,,
Kurir,2026-09-09,"""BODIROGA? JAOOO, PA ON TRI REČENICE NE UME DA KAŽE IZ GLAVE, JEDVA SREDNJU ZAVRŠIO"" Rat među blokaderima: Nemilice sipaju uvrede na račun ""prvaka"" svoje liste",https://www.kurir.rs/vesti/politika/10099797/blokaderi-vredjaju-stepen-obrazovanja-dejana-bodiroge,,vilifying_opponents,1.0,"{""vilifying_opponents"": 1.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,,hand,,
Kurir,2026-09-09,"VUČIĆ DANAS U PARIZU! Predsednik na poziv Emanuela Makrona dolazi da govori na važnom samitu o svemiru, stiže skoro 120 stranih delegacija",https://www.kurir.rs/vesti/politika/10099762/vucic-u-parizu-na-poziv-makrona-predsednik-srbije-ucestvuje-na-velikom-samitu-o-svemiru,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,nothing,,hand,,
Kurir,2026-09-09,"RADNIČKA PARTIJA STALA UZ VUČIĆA! Na izbore izlaze sa listom ""Ujedinjena Srbija"", fokus će biti na platama, penzijama i radnim mestima",https://www.kurir.rs/vesti/politika/10099742/radnicka-partija-izlazi-na-izbore-sa-listom-ujedinjena-srbija-i-podrzava-vucica-za-mandatara,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,nothing,,hand,,
Kurir,2026-09-09,OPASNA ANTISRPSKA KAMPANJA: Lider SNS Miloš Vučević reagovao na sramne napade iz Hrvatske i zahtev da se patrijarhu Porfiriju zabrani ulazak u EU!,https://www.kurir.rs/vesti/politika/10099712/milos-vucevic-o-zabrani-kretanja-patrijarha-porfirija,,vilifying_neighbours,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 2.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_eu,,hand,,
Kurir,2026-09-14,"DONACIJE ZA PRIVATNI DUG OD 35.000 EVRA?! Zbor Novog Pazara zove građane da uplate novac blokaderu, a on DUGUJE ZA STRUJU I KIRIJU VLASNICI LOKALA (FOTO)",https://www.kurir.rs/vesti/politika/10103903/donacije-za-aladina-paucinca-novi-pazar-zbor-blokaderi,,vilifying_opponents,1.0,"{""vilifying_opponents"": 1.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,"(LLM) Accuses a blokader of soliciting private-debt donations from supporters, implying exploitation of followers.",claude-sonnet-5,2026-09-16T15:22:07,
Kurir,2026-09-14,"""NIJE TO PALO S NEBA I NIKO NE DOBIJA ŠTO NIJE ZASLUŽIO"" Poruka Vučića penzionerima i borcima! Objasnio i šta strancima uvek pokazuje sa terase Palate Srbija",https://www.kurir.rs/vesti/politika/10103882/vucic-o-jednokratnoj-novcanoj-pomoci-i-povecanju-plata-socijalnim-radnicima,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,nothing,(LLM) Routine presidential message to pensioners/veterans about a payment.,claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-14,"""OPOZICIJA NE MOŽE DA PRIKUPI POTPISE"" Buknuo pravi rat između DS i SSP zbog izlaska na izbore: ""ŽAO MI VAS JE...""",https://www.kurir.rs/vesti/politika/10103835/demokrate-optuzuju-opoziciju-da-ne-moze-da-sakupi-potpise,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_opponents,(LLM) Frames an opposition-party feud over signature collection as dysfunction.,claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-14,"PIJANOM BLOKADERU SE CRNO PIŠE ZBOG LAŽNE DOJAVE BOMBE: Detalji drame na letu Air Serbia, preti mu robija i kazna do 100.000 evra?!",https://www.kurir.rs/vesti/politika/10103741/kakva-kazna-sledi-za-blokadera-koji-je-dojavio-laznu-bombu,,vilifying_opponents,1.0,"{""vilifying_opponents"": 1.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,(LLM) Discredits a blokader over a drunk fake-bomb-threat incident on a flight.,claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-14,"DOKAZANO: Prvi snimak Radio puls Grocka dokazuje da su tri najviše šerovana snimka montirana dodavanjem “huka” kako bi se spinovala priča o ""zvučnom topu""",https://www.kurir.rs/vesti/politika/10103699/kako-je-spinovana-lazna-afera-zvucni-top,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_opponents,"(LLM) Claims to ""prove"" the zvucni top recordings were manipulated/staged by opposition.",claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-14,"""NAJSTRAŠNIJA LAŽ U POSLEDNJOJ DECENIJI, ZAMALO SU IZAZVALI GRAĐANSKI RAT"" Vučić se obratio građanima i otkrio šta je SUŠTINA laži o zvučnom topu (VIDEO)",https://www.kurir.rs/vesti/politika/10103723/vucic-o-lazima-o-zvucnom-topu,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_opponents,"(LLM) Vucic calls the zvucni top affair the worst lie in a decade, claims it nearly caused civil war.",claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-14,"ZA FEDERALNU TV IZ SARAJEVA BLOKADERKA KONAČNO OTKRILA KOJI IM JE PROGRAM I NAČIN DELOVANJA Pre izbora ćute o Mladiću, a onda priznaju da su Srbi zločinci?!",https://www.kurir.rs/vesti/politika/10103702/blokaderka-o-ratku-mladicu-i-nameri-blokadera,,vilifying_opponents,1.0,"{""vilifying_opponents"": 1.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,(LLM) Accuses a blokader spokesperson of finally revealing a hidden agenda.,claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-14,"""ISKRENI OPOZICIONARI, SVAKO OČEKUJE NEKI BENEFIT"" Milić ""pohvalio"" Ćutu, Parandilovića i Aleksića, a zapravo rekao istinu: To je najklasičniji interes! (VIDEO)",https://www.kurir.rs/vesti/politika/10103680/dragan-milic-o-opoziciji-svako-ocekuje-neki-benefit,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_opponents,"(LLM) Dismisses opposition figures' sincerity as self-interested ""benefit""-seeking.",claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-14,1.530.000 PRIJAVILO SE ZA 6.000 DINARA! Mali ima još sjajnih vesti: Od 1. decembra veće plate i penzije! Penzionerima po 6.000 leglo još jutros u 5!,https://www.kurir.rs/vesti/politika/10103643/milion-i-po-gradjana-srbije-prijavilo-se-za-6-000-dinara-drzavne-pomoci,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,nothing,(LLM) Neutral government benefit-payment announcement.,claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-14,"STRUČNJACI VEŠTAČILI KAKO JE MONTIRAN LAŽNI HUK: Čak 50 puta pojačali zvuk da bi predstavili kao ""zvučni top"" i lažno optužili Vučića da je pucao na svoj narod",https://www.kurir.rs/vesti/politika/10103260/cak-50-puta-pojacali-zvuk-da-bi-predstavili-kao-zvucni-top-i-optuzili-vucica-da-je-pucao-na-narod,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_opponents,"(LLM) Claims to ""prove"" the zvucni top sound was artificially amplified/staged.",claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,TAČNO U 18.30 SATI! Vučić večeras u Nacionalnom dnevniku: Predsednik govori o svim aktuelnim temama,https://www.kurir.rs/vesti/politika/10103570/vucic-gost-nacionalnog-dnevnika-tv-pink,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,nothing,(LLM) Routine announcement of a scheduled TV appearance.,claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,"""IZBORI SU JEDINO MERILO NARODNE VOLJE"" Đilasu zasmetalo okupljanje patriotskih snaga, Vučević mu održao lekciju: Konstrukcije propalog bloka ne iznenađuju",https://www.kurir.rs/vesti/politika/10103289/milos-vucevic-odgovorio-draganu-djilasu,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_opponents,"(LLM) Opposition figure Djilas portrayed as bothered by a patriotic gathering, lectured by an official.",claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,"NEVEROVATNA SILA NA PEŠTERU! Vučić se poklonio srpskoj zastavi, pa jasno poručio: ""Hoćemo sami da čuvamo svoje nebo"" Evo koju je ocenu dobila Vojska Srbije",https://www.kurir.rs/vesti/politika/10103532/vucic-na-taktickoj-vezbi-vojske-srbije,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,personality_cult,"(LLM) Vucic shown bowing to the flag - heroic, patriotic self-framing.",claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,ĐURO MACUT POSETIO TRSTENIK Dom zdravlja pravi primer efikasnog zdravstvenog zbrinjavanja,https://www.kurir.rs/vesti/politika/10103505/djuro-macut-posetio-trstenik,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,nothing,(LLM) Routine local health-facility visit coverage.,claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,"ŠIRIMO ""GARANCIJU ZA MLADE"" NA SVAKO SELO I GRAD! Ministarka Đurđević Stamenkovski poslala jaku poruku omladini: Nemamo vremena za čekanje!",https://www.kurir.rs/vesti/politika/10103493/milica-djurdjevic-stamenkovski-najavila-sirenje-programa-garancija-za-mlade-na-celu-srbiju-od-2027,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,nothing,(LLM) Routine youth-program policy announcement.,claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,"PSIHOLOŠKA OPERACIJA ""LAŽNI HUK"": Od spina o 4.000 ljudi s posledicama ""zvučnog topa"", lekarsko uverenje donelo samo njih 38! JEDAN SE ŽALIO NA HEMOROIDE!?",https://www.kurir.rs/vesti/politika/10103179/psiholoska-operacija-lazni-huk-od-spina-od-4000-ljudi-sa-posledicama-zvucnog-topa-spali-na-38,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_opponents,"(LLM) Frames the ""zvucni top"" narrative as a psychological operation/spin campaign.",claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,"LEPA BRENA ZA ČETIRI OSOBE, ČUJ MENE GODINE Panović urnisao blokadere: Setite se Vučića i Malog u kolima i Brenine pesme, te četiri godine nisu lake (VIDEO)",https://www.kurir.rs/vesti/politika/10103147/zoran-panovic-porucio-blokaderima-cetiri-godine-nisu-lake,,vilifying_opponents,1.0,"{""vilifying_opponents"": 1.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,(LLM) Commentator mocks blokaderi using a celebrity-fee comparison.,claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,"""U SVEMU ŠTO SMO SVIH OVIH GODINA RADILI VODILA NAS JE JEDNA MISAO"" Vučić sumirao radnu nedelju: Bilo je teških trenutaka ali smo uvek znali zbog čega se borimo",https://www.kurir.rs/vesti/politika/10103472/vucic-sumirao-radnu-nedelju-srbija,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,personality_cult,"(LLM) Vucic reflects on his own leadership guided by ""one thought"" - self-praising framing.",claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,"KOMPLETNA LISTA ""ALEKSANDAR VUČIĆ - UJEDINJENA SRBIJA"" Otkriveni svi kandidati! Vučić na prvom mestu, a evo ko ga sledi",https://www.kurir.rs/vesti/politika/10103395/ko-su-kandidati-na-listi-aleksandar-vucic-ujedinjena-srbija,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,nothing,(LLM) Neutral candidate-list announcement.,claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,"SKANDALOZAN SNIMAK DIVLJAŠTVA NA ULICI! Blokaderska profesorka drsko napala aktiviste SNS: Baca papire i duva u pištaljku, misli da se tako dolazi na VLAST!",https://www.kurir.rs/vesti/politika/10103409/ljubica-oparnica-snimljena-kako-baca-papire-na-aktiviste-sns-tokom-ulicnog-napada,,vilifying_opponents,1.0,"{""vilifying_opponents"": 1.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,(LLM) Video shows a blokader-aligned professor attacking pro-government activists.,claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,"""DOBIO SAM INFORMACIJU DA JE NOVI PAZAR DAO USLOV DA MORATE BITI IZBAČENI S LISTE"" Razgovor Mila Lompara i Dragana Milića kako su ih preveslali blokaderi VIDEO",https://www.kurir.rs/vesti/politika/10103195/milo-lompar-i-dragan-milic-razgovor-studentska-lista,,vilifying_opponents,1.0,"{""vilifying_opponents"": 1.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,(LLM) Reports blokaderi allegedly pressuring a town over a list-exclusion condition.,claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,"NOVA DIMENZIJA MRŽNJE I PROSTAKLUKA! Blokaderi sad udarili na RIK i zaposlene: Umesto političkog programa, poručili: Sve ćemo ih... (FOTO)",https://www.kurir.rs/vesti/politika/10103308/blokaderi-psuju-i-rik,,vilifying_opponents,1.0,"{""vilifying_opponents"": 1.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,"(LLM) Accuses blokaderi of hateful, vulgar attacks on election-commission staff.",claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,"""DO POBEDE"" Brnabić sa narodom u Stepojevcu: Srbija poslednjih 14 godina NEPREPOZNATLJIVA - napreduje u svim oblastima! Vučić može da nas vodi u nove pobede",https://www.kurir.rs/vesti/politika/10103361/ana-brnabic-o-napretku-srbije-u-stepojevcu,,personality_cult,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 1.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,personality_cult,"(LLM) Brnabic frames the government's 14-year record as transformative, unrecognizable progress.",claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,"RASPAD U PARANDILOVIĆEVOJ STRANCI Predsednik Opštinskog odbora u Bajinoj Bašti podneo ostavku, a onda svi odbornici istupili iz stranke!",https://www.kurir.rs/vesti/politika/10103329/raspad-u-parandilovicevoj-stranci-odbornici-istupili-iz-stranke,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_opponents,(LLM) Frames a rival party's internal collapse as opposition dysfunction.,claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,"RIK PROGLASIO LISTU ""ALEKSANDAR VUČIĆ - UJEDINJENA SRBIJA"": Biće pod rednim brojem jedan",https://www.kurir.rs/vesti/politika/10103336/proglasena-izborna-lista-aleksandar-vucic-ujedinjena-srbija,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,nothing,(LLM) Neutral electoral-list confirmation announcement.,claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,"SKANDAL! BEGUNAC RADIĆ SA NEPOZNATE LOKACIJE DAJE IZJAVE ZA BLOKADERSKE MEDIJE! Osumnjičeni za aferu ""zvučni top"" komentariše istragu protiv samog sebe",https://www.kurir.rs/vesti/politika/10103321/aleksandar-radic-begunac-komentarise-istragu,,vilifying_opponents,1.0,"{""vilifying_opponents"": 1.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,"(LLM) Ties a fugitive suspect to giving interviews to ""blokader media"".",claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,"VUČIĆ SUTRA PRIMA AKREDITIVNA PISMA Predsednik sa novim ambasadorima Azerbejdžana i Španije, ali i 8 drugih zemalja",https://www.kurir.rs/vesti/politika/10103305/vucic-sutra-prima-akreditivna-pisma-ambasadora,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,nothing,(LLM) Routine diplomatic-credentials scheduling announcement.,claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,"""OVO JE VAŠ DOM I TAKO ĆE OSTATI ZAUVEK"" Brnabić u Skupštini ugostila decu iz Republike Srpske u susret Danu srpskog jedinstva, slobode i nacionalne zastave",https://www.kurir.rs/vesti/politika/10103295/ana-brnabic-ugostila-decu-iz-republike-srpske,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,nothing,"(LLM) General goodwill-visit story, no clear category target.",claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,"""MILANOVA DOKTRINA JE..."" Nije slučajno što je predsednik Vučić od načelnika Generalštaba na poklon dobio baš tenk! (VIDEO)",https://www.kurir.rs/vesti/politika/10103268/vucic-od-generala-mojsilovica-dobio-maketu-tenka-na-poklon,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_neighbours,(LLM) Frames a general's Montenegro-linked gift to Vucic as loaded political symbolism.,claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,"""SAMO UJEDINJENI MOŽEMO DA SAČUVAMO STABILNOST"" Vučević u Novom Slankamenu: Razlike među nama ne smeju biti povod za nove podele",https://www.kurir.rs/vesti/politika/10103230/milos-vucevic-u-slankamenu-sa-gradjanima,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,nothing,(LLM) Routine local-visit unity messaging.,claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,"SAZNAJEMO, SASLUŠAN OSUMNJIČENI ZA NAPAD NA DEKANA FILOZOFSKOG SINANIJA: Priznao sve, osuđivan čak 8 puta za različita krivična dela!",https://www.kurir.rs/vesti/politika/10103254/saslusan-osumnjiceni-za-napad-na-dekana-filozofskog-sinanija,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,nothing,(LLM) Neutral crime-investigation reporting.,claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,"BLOKADERSKI N1 NASTAVLJA DA ŠIRI LAŽI I SATANIZUJE DRŽAVU! Ignorišu dokaze, manipulušu: IZVRĆU ODLUKE SUDA U STRAZBURU KOJI JE REKAO DA NIJE BILO ZVUČNOG TOPA",https://www.kurir.rs/vesti/politika/10103250/n1-nastavlja-lazi-o-zvucnom-topu,,vilifying_opponents,1.0,"{""vilifying_opponents"": 1.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 0.0}",rung1-rules,vilifying_opponents,(LLM) Accuses N1 of lying and demonizing the state over a court ruling.,claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,UDARNO: Radić i Šolakova propaganda mesecima sprovodili psihološke operacije nad građanima Srbije,https://www.kurir.rs/vesti/politika/10103222/radic-i-solakova-propaganda-mesecima-sprovodili-priholoske-operacije-nad-gradjanima-srbije,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_opponents,(LLM) Accuses a media figure and financier of running psychological operations on citizens.,claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,"TUŽILAŠTVO STAVILO TAČKU NA AFERU ""ZVUČNI TOP"" Milomir Marić za Kurir: To je deo plana za preuzimanje vlasti preko ulice",https://www.kurir.rs/vesti/politika/10103214/sta-se-zaista-dogodilo-15-marta-2025-godine,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_opponents,(LLM) Prosecutor-linked source frames zvucni top as a plot to seize power.,claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,"""BLOKADE NE SMEJU BITI MODEL POLITIČKOG DELOVANJA U PROSVETI"" Dejan Vuk Stanković za Kurir: Iskreno se nadam da se prethodna školska godina neće ponoviti",https://www.kurir.rs/vesti/politika/10103070/dejan-vuk-stankovic-intervju-za-kurir,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,vilifying_opponents,(LLM) Expert says blockades shouldn't be a model of political action in education.,claude-sonnet-5,2026-09-16T15:22:08,
Kurir,2026-09-13,"Srpska trobojka treba da se vijori svuda! Ministarka Stamenkovski se oglasila uoči obeležavanja Dana srpskog jedinstva, slobode i nacionalne zastave",https://www.kurir.rs/vesti/politika/10103205/dan-srpskog-jedinstva-u-banjaluci-oglasila-se-ministarka-milica-djurdjevic-stamenkovski,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung1-rules,nothing,(LLM) Routine patriotic flag-day announcement.,claude-sonnet-5,2026-09-16T15:22:08,
