outlet,date,headline,label,cluster_id,source_url
Politika,2026-06-04,Prištinski teror tokom izborne kampanje se nastavlja. Kurti i Rašić raspiruju izlive nasilja nad Srbima.,vilifying_neighbours,56,https://crta.plus/sr/updates/june-manipulations/
Blic,2026-06-30,Represija i progon Srba nakon hapšenja na Gazimestanu.,vilifying_neighbours,57,https://crta.plus/sr/updates/june-manipulations/
Večernje Novosti,2026-06-30,Represija i progon Srba nakon hapšenja na Gazimestanu.,vilifying_neighbours,57,https://crta.plus/sr/updates/june-manipulations/
Politika,2026-06-30,Represija i progon Srba nakon hapšenja na Gazimestanu.,vilifying_neighbours,57,https://crta.plus/sr/updates/june-manipulations/
TV Pink,2026-07-22,"Nastavljena kampanja dehumanizacije predsednika Vučića. Tužiteljka u penziji Paunović najavila obračun sa predsednikom, njegovom porodicom i neistomišljenicima.",vilifying_opponents,58,https://crta.plus/sr/updates/manipulacije-u-julu/
TV Prva,2026-07-22,"U brutalnu kampanju dehumanizacije predsednika Srbije Aleksandra Vučića i njegove porodice uključila se i tužiteljka u penziji Jasmina Paunović, koja se nalazi na listi kandidata za poslanika sa studentske liste.",vilifying_opponents,59,https://crta.plus/sr/updates/manipulacije-u-julu/
Kurir,2026-07-23,"Šok izjava kandidatinje tzv. Studentske liste, dno dna! Jasmina Paunović: prvo posle izbora biće zatvaranje granica. Učestvovala u teorijama zavere i lažima o Vučiću.",vilifying_opponents,60,https://crta.plus/sr/updates/manipulacije-u-julu/
TV B92,2026-07-23,"Blokaderka Jasmina Paunović u napadu na predsednika Vučića iskazala mržnju, ksenofobiju, rasizam i mizoginiju, poručuje predsednica parlamenta Brnabić.",vilifying_opponents,61,https://crta.plus/sr/updates/manipulacije-u-julu/
TV Prva,2026-07-23,"Blokaderka Jasmina Paunović u napadu na predsednika Vučića iskazala mržnju, ksenofobiju, rasizam i mizoginiju, poručuje predsednica parlamenta Brnabić.",vilifying_opponents,61,https://crta.plus/sr/updates/manipulacije-u-julu/
Politika,2026-07-04,Brnabićeva i ministri u diplomatskoj ofanzivi - Blokaderi lažu da EU ukida isplate Srbiji.,vilifying_opponents,62,https://crta.plus/sr/updates/manipulacije-u-julu/
Informer,2026-07-13,Blokaderi promovišu 'genocid' u Srebrenici.,vilifying_opponents,63,https://crta.plus/sr/updates/manipulacije-u-julu/
Informer,2026-07-24,"Nova strašna izmišljotina iz plenumaške kuhinje, blokaderi lažu da je član SNS uhapšen u Liberiji.",vilifying_opponents,64,https://crta.plus/sr/updates/manipulacije-u-julu/
Informer,2026-07-07,Prljavi politički savez u Podgorici. Spajić i Mandić sklopili pakt s Milom protiv Srba.,vilifying_neighbours,65,https://crta.plus/sr/updates/manipulacije-u-julu/
Kurir,2026-07-07,Sramna odluka Podgorice. Antisrpski. I posle Mila - Milojko i Mandić: nema mesta srpskog jezika u Ustavu Crne Gore.,vilifying_neighbours,66,https://crta.plus/sr/updates/manipulacije-u-julu/
Srpski Telegraf,2026-07-21,"I ovo smo dočekali, Srbe bi na vrbe usred Crne Gore.",vilifying_neighbours,67,https://crta.plus/sr/updates/manipulacije-u-julu/
Kurir,2026-07-24,"Hrvatski mediji priznali - ekonomija je sve gora, dok Vučićeva Srbija beleži istorijski rast zarada i potpunu stabilnost.",vilifying_neighbours,68,https://crta.plus/sr/updates/manipulacije-u-julu/
Alo!,2026-07-24,"U Zagrebu panika zbog ekonomskog kraha, dok Srbija raste Hrvatska se davi.",vilifying_neighbours,69,https://crta.plus/sr/updates/manipulacije-u-julu/
Večernje Novosti,2026-07-04,"Hrvat, izvestilac EP, ne miruje - Picula ponovo udara na Srbiju.",vilifying_neighbours,70,https://crta.plus/sr/updates/manipulacije-u-julu/
Večernje Novosti,2026-07-30,"Najava suludnih mera, Kurtijeva vlast preko vodiča krade naše svetinje.",vilifying_neighbours,71,https://crta.plus/sr/updates/manipulacije-u-julu/
Politika,2026-07-30,"Najava suludnih mera, Kurtijeva vlast preko vodiča krade naše svetinje.",vilifying_neighbours,71,https://crta.plus/sr/updates/manipulacije-u-julu/
Alo!,2026-07-30,"Najava suludnih mera, Kurtijeva vlast preko vodiča krade naše svetinje.",vilifying_neighbours,71,https://crta.plus/sr/updates/manipulacije-u-julu/
Kurir,2026-07-31,"Novi teror na KiM, Srbi, napolje! Naoružani Kurtijevi specijalci obezbeđivali rušenje srpske imovine na Gazivodama.",vilifying_neighbours,72,https://crta.plus/sr/updates/manipulacije-u-julu/
Večernje Novosti,2026-07-31,"Novi teror na KiM, Srbi, napolje! Naoružani Kurtijevi specijalci obezbeđivali rušenje srpske imovine na Gazivodama.",vilifying_neighbours,72,https://crta.plus/sr/updates/manipulacije-u-julu/
Srpski Telegraf,2026-07-16,"Predsednik svakog dana drži političke lekcije: Vučić potura glavu gde drugi ne bi nogu. Put od Pariza do glavnog grada Ukrajine, gde je na samitu ponovo bio, slikovito rečeno, sam protiv svih, ući će u anale.",personality_cult,73,https://crta.plus/sr/updates/manipulacije-u-julu/
Srpski Telegraf,2026-07-14,"Ogromna počast za Srbiju i predsednika - mastermajnd (geo)politike - Vučić na paradi u Parizu jedini koji nije iz EU ili NATO - u isto vreme Đilas napao Makrona, evo šta mu smeta: nabavka borbenih aviona rafal, koncesija za aerodrom 'Nikola Tesla', saradnja vezana za nuklearnu energiju.",personality_cult,74,https://crta.plus/sr/updates/manipulacije-u-julu/
Kurir,2026-07-27,"Predsednik o lažima blokadera, bes naroda. Vučić: ljudi su mogli sve da trpe, ali napade na porodicu - neće.",personality_cult,75,https://crta.plus/sr/updates/manipulacije-u-julu/
Alo!,2026-07-28,"Veličina praštanja: Vučić poslao moćnu poruku muškarcu koji mu je pretio ubistvom. Zaveden je strašnim lažima, pokušaću da mu pomognem.",personality_cult,76,https://crta.plus/sr/updates/manipulacije-u-julu/
